AERONET_Site,DateTime,Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_675nm,AOD_500nm,AOD_440nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_675,Triplet_Variability_500,Triplet_Variability_440,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm
SERC,2021-01-07 14:17:44,7,7.595648,0.008371,0.014219,0.018817,0.028797,0.045908,0.054975,0.061119,0.064535,0.474312,0.000126,0.000284,0.000213,0.000204,0.000436,0.000276,0.000443,0.000983,0.001799,1.578179,1.031295,1.522313,1.612023,0.621836,lev15,599,SERC,38.888901,-76.555795,36.5,73.547802,3.492732,4.8,311.688361,0.458599,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 14:28:02,7,7.602801,0.008681,0.014157,0.0191,0.029033,0.046554,0.055744,0.062043,0.064844,0.464436,0.000108,0.000102,0.000208,0.000329,0.000286,0.000486,0.000892,0.001251,0.001258,1.579239,1.035132,1.536861,1.610878,0.588949,lev15,599,SERC,38.888901,-76.555795,36.5,72.24241,3.248739,4.7,311.693667,0.45859,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 14:33:02,7,7.606273,0.008526,0.01391,0.019013,0.029266,0.046743,0.055972,0.062099,0.064854,0.472706,0.000874,0.000482,0.000516,0.000721,0.00092,0.000992,0.000474,0.000446,0.008417,1.589026,1.023385,1.526888,1.625623,0.573497,lev15,599,SERC,38.888901,-76.555795,36.5,71.62871,3.145842,4.7,311.696243,0.458586,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 14:38:02,7,7.609745,0.008245,0.013404,0.018341,0.028049,0.044438,0.053363,0.058484,0.06067,0.467945,0.000468,6.3e-05,0.000621,0.000489,0.000789,0.001003,0.000867,0.000641,0.004029,1.569463,0.987972,1.511965,1.599297,0.500072,lev15,599,SERC,38.888901,-76.555795,36.5,71.028588,3.051595,4.8,311.698818,0.458582,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 14:43:02,7,7.613218,0.008618,0.013573,0.018549,0.028168,0.044814,0.053602,0.059207,0.061058,0.478233,0.00062,0.000409,0.000313,0.000242,0.000723,0.000805,0.001252,0.001248,0.009036,1.563037,1.002985,1.514963,1.594637,0.509777,lev15,599,SERC,38.888901,-76.555795,36.5,70.44248,2.965092,4.9,311.701394,0.458578,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 14:48:02,7,7.61669,0.008559,0.013145,0.018265,0.027665,0.043898,0.052257,0.057104,0.058431,0.468653,0.001207,0.000258,0.000461,0.000429,0.001348,0.001019,0.001338,0.001755,0.004807,1.54979,0.946293,1.49916,1.585249,0.438255,lev15,599,SERC,38.888901,-76.555795,36.5,69.870766,2.885547,5.1,311.70397,0.458574,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 14:53:02,7,7.620162,0.008943,0.013171,0.018384,0.027794,0.044129,0.052657,0.057447,0.058795,0.477244,0.000802,0.000738,0.000134,0.000525,0.000929,0.000916,0.000625,0.000743,0.002975,1.550982,0.948612,1.50519,1.583075,0.432503,lev15,599,SERC,38.888901,-76.555795,36.5,69.313774,2.812274,5.3,311.706546,0.45857,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 14:58:06,7,7.623681,0.009111,0.013052,0.018129,0.027727,0.043853,0.052593,0.056956,0.058164,0.477901,0.000436,0.000275,0.000575,0.000497,0.000852,0.000588,0.000663,0.000474,0.002899,1.565107,0.939101,1.505229,1.596177,0.395006,lev15,599,SERC,38.888901,-76.555795,36.5,68.764768,2.743817,5.3,311.709156,0.458566,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 15:03:02,7,7.627106,0.009043,0.012906,0.018137,0.027298,0.043453,0.052036,0.056577,0.057705,0.471097,0.00081,0.000999,0.000376,0.000549,0.001698,0.00146,0.001308,0.001673,0.002094,1.553451,0.948578,1.518572,1.579986,0.406364,lev15,599,SERC,38.888901,-76.555795,36.5,68.245499,2.68226,5.5,311.711698,0.458562,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 15:08:02,7,7.630579,0.009376,0.013857,0.01884,0.02865,0.045526,0.054408,0.059836,0.061012,0.476357,0.000975,0.000288,0.000349,0.000484,0.002018,0.002369,0.002845,0.003808,0.013926,1.561896,0.983875,1.510274,1.594897,0.450968,lev15,599,SERC,38.888901,-76.555795,36.5,67.734986,2.624558,5.9,311.714273,0.458558,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 15:13:02,7,7.634051,0.009558,0.013723,0.019025,0.029156,0.047,0.055872,0.061446,0.062413,0.475486,0.001023,0.0004,0.001163,0.001463,0.002832,0.003492,0.003475,0.003169,0.005477,1.591406,0.965068,1.536287,1.635105,0.436951,lev15,599,SERC,38.888901,-76.555795,36.5,67.240735,2.571182,6.0,311.716849,0.458554,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 15:22:13,7,7.640428,0.009956,0.013681,0.018501,0.028234,0.044518,0.053557,0.057745,0.058042,0.47253,0.000358,0.000596,0.001417,0.001072,0.001919,0.002197,0.003108,0.004318,0.002122,1.560282,0.93375,1.503491,1.586673,0.319567,lev15,599,SERC,38.888901,-76.555795,36.5,66.376593,2.483287,6.2,311.72158,0.458547,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 15:31:35,7,7.646933,0.009801,0.013359,0.017697,0.026985,0.043269,0.051427,0.056582,0.056499,0.459878,0.000912,0.000125,0.000475,0.00116,0.00147,0.001984,0.00103,0.001279,0.010038,1.575176,0.965991,1.522484,1.616357,0.376288,lev15,599,SERC,38.888901,-76.555795,36.5,65.555454,2.405609,6.5,311.726405,0.458539,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 15:38:02,7,7.651412,0.009852,0.01295,0.018038,0.027283,0.043361,0.051996,0.056925,0.056769,0.470037,0.000379,0.000181,0.000425,0.000453,0.000743,0.000696,0.001989,0.002123,0.009134,1.558735,0.9791,1.51717,1.58571,0.351817,lev15,599,SERC,38.888901,-76.555795,36.5,65.026642,2.358338,6.7,311.729728,0.458534,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 15:43:02,7,7.654884,0.010278,0.013484,0.018629,0.02827,0.0451,0.053935,0.059144,0.05898,0.470881,0.001297,0.000467,0.000288,0.000603,0.001109,0.000582,0.001495,0.001984,0.010257,1.566729,0.975451,1.521565,1.598518,0.358215,lev15,599,SERC,38.888901,-76.555795,36.5,64.637838,2.324866,6.9,311.732304,0.45853,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 15:48:02,7,7.658356,0.009889,0.012559,0.017567,0.026545,0.041942,0.050056,0.054433,0.05395,0.452426,0.00071,0.000847,0.000137,0.000257,0.000466,0.000903,0.001658,0.001766,0.006672,1.542029,0.937142,1.493264,1.573244,0.302394,lev15,599,SERC,38.888901,-76.555795,36.5,64.267872,2.293977,6.8,311.73488,0.458526,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 15:53:02,7,7.661829,0.009972,0.012568,0.017752,0.02681,0.042266,0.050347,0.054697,0.054149,0.448423,0.000868,0.000109,0.000787,0.001,0.001256,0.001599,0.00207,0.002155,0.004906,1.53527,0.926893,1.483997,1.568069,0.294311,lev15,599,SERC,38.888901,-76.555795,36.5,63.917081,2.265519,6.6,311.737456,0.458522,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 15:58:02,7,7.665301,0.010184,0.012832,0.017852,0.026879,0.042842,0.050944,0.055618,0.055011,0.448578,0.001452,0.000287,0.000972,0.000971,0.001332,0.001737,0.001633,0.0015,0.006623,1.548446,0.938981,1.508285,1.583012,0.310603,lev15,599,SERC,38.888901,-76.555795,36.5,63.585796,2.239356,6.6,311.740031,0.458518,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 16:03:02,7,7.668773,0.010296,0.012989,0.017899,0.026686,0.042666,0.051222,0.055384,0.054783,0.460109,0.001424,0.000359,0.00044,0.001011,0.000812,0.000683,0.002377,0.003046,0.003114,1.551344,0.936886,1.534495,1.571511,0.272316,lev15,599,SERC,38.888901,-76.555795,36.5,63.274333,2.215366,6.5,311.742607,0.458514,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 16:08:02,7,7.672245,0.010588,0.013229,0.01821,0.027277,0.043308,0.051748,0.05598,0.05555,0.465039,0.001063,0.000589,0.000921,0.000443,0.001273,0.001407,0.000917,0.000724,0.004186,1.540189,0.922042,1.507813,1.56683,0.285964,lev15,599,SERC,38.888901,-76.555795,36.5,62.982996,2.193443,6.6,311.745183,0.45851,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 16:13:02,7,7.675718,0.010595,0.013108,0.018049,0.027322,0.042883,0.051125,0.055318,0.054376,0.469632,0.00162,0.000377,0.001314,0.001378,0.000256,0.000602,0.000488,0.000373,0.009689,1.531523,0.914823,1.474485,1.563921,0.252243,lev15,599,SERC,38.888901,-76.555795,36.5,62.712074,2.173488,6.8,311.747759,0.458506,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 16:22:07,7,7.682025,0.011113,0.012869,0.017431,0.026012,0.041565,0.049572,0.054179,0.053012,0.489605,0.000384,0.000418,0.000349,5.6e-05,0.000177,0.000489,0.00082,0.000805,0.006766,1.544345,0.953482,1.520411,1.572096,0.275508,lev15,599,SERC,38.888901,-76.555795,36.5,62.273014,2.142006,7.4,311.752438,0.458498,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 16:33:03,7,7.689618,0.011361,0.012956,0.017639,0.026049,0.041663,0.049672,0.053777,0.052289,0.518879,0.000467,0.000555,0.000441,0.000333,0.000705,0.000612,0.000721,0.001139,0.004088,1.531753,0.917154,1.522034,1.555519,0.21477,lev15,599,SERC,38.888901,-76.555795,36.5,61.83718,2.111759,7.3,311.758071,0.458489,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 16:38:02,7,7.693079,0.011138,0.01326,0.018567,0.027288,0.043092,0.051351,0.055992,0.054704,0.521708,0.001503,0.000672,0.001097,0.000652,0.001186,0.000868,0.002078,0.00315,0.007207,1.502528,0.941839,1.488981,1.523402,0.260703,lev15,599,SERC,38.888901,-76.555795,36.5,61.67268,2.100593,7.1,311.760638,0.458485,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 16:43:02,7,7.696551,0.010628,0.012373,0.016957,0.025314,0.039977,0.047955,0.052149,0.050642,0.504568,0.001459,0.00023,0.000165,0.000263,0.001361,0.001213,0.001592,0.001498,0.002398,1.530665,0.955366,1.50187,1.550951,0.227944,lev15,599,SERC,38.888901,-76.555795,36.5,61.529378,2.090976,7.1,311.763214,0.458481,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 16:48:02,7,7.700023,0.010798,0.012003,0.016934,0.025408,0.039377,0.046987,0.05041,0.048517,0.51273,0.001219,0.000471,0.000569,0.000327,0.000277,0.001003,0.000451,0.000394,0.016308,1.498631,0.886435,1.444337,1.524859,0.141149,lev15,599,SERC,38.888901,-76.555795,36.5,61.408018,2.08291,7.1,311.765789,0.458477,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 16:53:02,7,7.703495,0.010879,0.012427,0.017049,0.025484,0.039746,0.047887,0.051654,0.05011,0.532681,0.000948,0.000516,0.00047,0.000181,0.000828,0.000386,0.001575,0.002467,0.002473,1.515359,0.940627,1.478788,1.53007,0.191813,lev15,599,SERC,38.888901,-76.555795,36.5,61.308733,2.076363,7.4,311.768365,0.458473,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 16:58:02,7,7.706968,0.011205,0.012126,0.016813,0.025031,0.03933,0.046718,0.050904,0.049322,0.524684,1.1e-05,0.000443,0.000699,0.001026,0.000905,0.00178,0.00038,0.00016,0.006411,1.50733,0.92791,1.47014,1.536729,0.227611,lev15,599,SERC,38.888901,-76.555795,36.5,61.231634,2.071312,7.6,311.770941,0.458469,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 17:03:02,7,7.71044,0.010901,0.0119,0.016551,0.024351,0.038279,0.045628,0.049732,0.047788,0.520648,0.000188,0.000949,0.000464,0.001121,0.001304,0.002262,0.002468,0.002086,0.006093,1.496306,0.941432,1.478001,1.516831,0.198517,lev15,599,SERC,38.888901,-76.555795,36.5,61.176806,2.067737,7.9,311.773517,0.458465,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 17:08:02,7,7.713912,0.011054,0.012108,0.016551,0.024514,0.038991,0.046205,0.050717,0.048734,0.52565,0.000245,0.000426,0.000838,0.00046,0.000545,0.000731,0.000976,0.000799,0.001973,1.5192,0.946831,1.496363,1.550287,0.226632,lev15,599,SERC,38.888901,-76.555795,36.5,61.144312,2.065625,8.4,311.776093,0.458461,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 17:13:02,7,7.717384,0.010912,0.011484,0.016093,0.023759,0.037508,0.044076,0.048811,0.046696,0.519275,0.000366,0.000513,0.00084,0.00072,0.001559,0.001392,0.001801,0.002893,0.006218,1.492598,0.949988,1.461316,1.530793,0.245954,lev15,599,SERC,38.888901,-76.555795,36.5,61.134187,2.064968,8.5,311.778668,0.458457,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 17:22:10,7,7.723727,0.011359,0.012351,0.016359,0.024779,0.038328,0.04554,0.05039,0.048208,0.563882,0.000386,0.000583,0.001141,0.000774,0.002087,0.001406,0.001446,0.002337,0.006526,1.503174,0.98595,1.431197,1.538007,0.242677,lev15,599,SERC,38.888901,-76.555795,36.5,61.173464,2.06752,8.6,311.783374,0.45845,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 17:31:30,7,7.730208,0.01141,0.012299,0.016872,0.02474,0.03907,0.04606,0.050557,0.048621,0.594111,0.000431,0.000506,0.000268,0.000304,0.000817,0.000786,0.001163,0.001736,0.018634,1.487761,0.928411,1.468367,1.519543,0.229645,lev15,599,SERC,38.888901,-76.555795,36.5,61.29058,2.075171,8.5,311.788182,0.458442,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 17:38:02,7,7.734745,0.011791,0.012865,0.017441,0.025705,0.040414,0.048126,0.052428,0.051052,0.601813,0.000901,0.000593,0.000606,0.001269,0.000702,0.000859,0.000841,0.000881,0.004964,1.497784,0.936023,1.476527,1.520167,0.244953,lev15,599,SERC,38.888901,-76.555795,36.5,61.418628,2.083612,8.3,311.791548,0.458437,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 17:43:02,7,7.738218,0.011388,0.01265,0.017078,0.025402,0.040392,0.047802,0.053111,0.05158,0.602499,0.000218,0.000633,0.000662,0.000691,0.000497,0.000419,0.001423,0.001263,0.003318,1.522874,0.987201,1.493076,1.557244,0.314035,lev15,599,SERC,38.888901,-76.555795,36.5,61.542084,2.091825,8.7,311.794123,0.458433,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 17:48:02,7,7.74169,0.011064,0.013116,0.017661,0.026433,0.042323,0.050283,0.055691,0.054189,0.597728,0.001034,0.000407,0.000235,0.000454,0.000249,0.000659,0.001048,0.001079,0.007016,1.547511,0.989248,1.518098,1.580962,0.308255,lev15,599,SERC,38.888901,-76.555795,36.5,61.687468,2.101592,8.6,311.796699,0.458429,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
SERC,2021-01-07 17:53:02,7,7.745162,0.010806,0.012258,0.017229,0.025652,0.040083,0.047362,0.052047,0.050409,0.600229,0.001396,0.000838,0.000905,0.001191,0.000676,0.000788,0.001113,0.001628,0.003634,1.491917,0.940824,1.446103,1.526551,0.260114,lev15,599,SERC,38.888901,-76.555795,36.5,61.854621,2.112951,8.6,311.799275,0.458425,18:06:2023,9,1.6392,1.0194,0.8695,0.6748,0.5003,0.4403,0.3799,0.3395,0.9371
